"Country","X30.01.20","X31.01.20","X01.02.20","X02.02.20","X03.02.20","X04.02.20","X05.02.20","X06.02.20","X07.02.20","X08.02.20","X09.02.20","X10.02.20","X11.02.20","X12.02.20","X13.02.20","X14.02.20","X15.02.20","X16.02.20","X17.02.20","X18.02.20","X19.02.20","X20.02.20","X21.02.20","X22.02.20","X23.02.20","X24.02.20","X25.02.20","X26.02.20","X27.02.20","X28.02.20","X29.02.20","X01.03.20","X02.03.20","X03.03.20","X04.03.20","X05.03.20","X06.03.20","X07.03.20","X08.03.20","X09.03.20","X10.03.20","X11.03.20","X12.03.20","X13.03.20","X14.03.20","X15.03.20","X16.03.20","X17.03.20","X18.03.20","X19.03.20","X20.03.20","X21.03.20","X22.03.20","X23.03.20","X24.03.20","X25.03.20","X26.03.20","X27.03.20","X28.03.20","X29.03.20","X30.03.20","X31.03.20","X01.04.20","X02.04.20","X03.04.20","X04.04.20","X05.04.20","X06.04.20","X07.04.20","X08.04.20","X09.04.20","X10.04.20","X11.04.20","X12.04.20","X13.04.20","X14.04.20","X15.04.20","X16.04.20","X17.04.20","X18.04.20","X19.04.20","X20.04.20","X21.04.20","X22.04.20","X23.04.20","X24.04.20","X25.04.20","X26.04.20","X27.04.20","X28.04.20","X29.04.20","X30.04.20","X01.05.20","X02.05.20","X03.05.20","X04.05.20","X05.05.20","X06.05.20","X07.05.20","X08.05.20","X09.05.20","X10.05.20","X11.05.20","X12.05.20","X13.05.20","X14.05.20","X15.05.20","X16.05.20","X17.05.20","X18.05.20","X19.05.20","X20.05.20","X21.05.20","X22.05.20","X23.05.20","X24.05.20","X25.05.20","X26.05.20","X27.05.20","X28.05.20","X29.05.20","X30.05.20","X31.05.20","X01.06.20","X02.06.20","X03.06.20","X04.06.20","X05.06.20","X06.06.20","X07.06.20","X08.06.20","X09.06.20","X10.06.20","X11.06.20","X12.06.20","X13.06.20","X14.06.20","X15.06.20","X16.06.20","X17.06.20","X18.06.20","X19.06.20","X20.06.20","X21.06.20","X22.06.20","X23.06.20","X24.06.20","X25.06.20","X26.06.20","X27.06.20","X28.06.20","X29.06.20","X30.06.20","X01.07.20","X02.07.20","X03.07.20","X04.07.20","X05.07.20","X06.07.20","X07.07.20","X08.07.20","X09.07.20","X10.07.20","X11.07.20","X12.07.20","X13.07.20","X14.07.20","X15.07.20","X16.07.20","X17.07.20","X18.07.20","X19.07.20","X20.07.20","X22.07.20"
"India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,10,13,13,14,14,20,23,23,24,24,40,43,45,67,80,96,102,124,144,156,163,213,275,319,353,411,478,516,653,765,980,1190,1344,1515,1992,2231,2302,3252,3260,3960,4749,5063,5210,6185,6362,7027,7797,8325,8889,9065,10018,10887,11762,13161,14183,15267,16540,17847,19358,22455,24386,26235,27920,30153,34109,34109,39174,39174,45300,48534,48534,54441,57721,60491,64426,67692,67692,82370,86984,91819,95527,100303,104107,109462,114073,119293,124430,129215,135206,141029,147195,154330,162379,169798,180013,186935,194325,204711,213831,227756,237196,248190,258685,271697,285637,295881,309713,321723,334822,347979,359860,379892,394227,409083,424433,439948,456831,476378,495516,515386,534621,553471,571460,592032,612815,635757,653751,677423,700087,724578
