"State","Date","Day","Confirmed.Indians","Confirmed.Foreigners","Total.Confirmed","Deaths","Recovered","Active.Cases","Closed.Cases","Death.Rate"
"Goa","15/02/2020",16,0,0,0,0,0,0,0,0
"Gujarat","15/02/2020",16,0,0,0,0,0,0,0,0
"Haryana","15/02/2020",16,0,0,0,0,0,0,0,0
"Himachal Pradesh","15/02/2020",16,0,0,0,0,0,0,0,0
"Jammu and Kashmir","15/02/2020",16,0,0,0,0,0,0,0,0
"Karnataka","15/02/2020",16,0,0,0,0,0,0,0,0
"Kerala","15/02/2020",16,3,0,3,0,0,3,0,0
"Ladakh","15/02/2020",16,0,0,0,0,0,0,0,0
"Madhya Pradesh","15/02/2020",16,0,0,0,0,0,0,0,0
"Maharashtra","15/02/2020",16,0,0,0,0,0,0,0,0
"Manipur","15/02/2020",16,0,0,0,0,0,0,0,0
"Mizoram","15/02/2020",16,0,0,0,0,0,0,0,0
"Odisha","15/02/2020",16,0,0,0,0,0,0,0,0
"Puducherry","15/02/2020",16,0,0,0,0,0,0,0,0
"Punjab","15/02/2020",16,0,0,0,0,0,0,0,0
"Rajasthan","15/02/2020",16,0,0,0,0,0,0,0,0
"Tamil Nadu","15/02/2020",16,0,0,0,0,0,0,0,0
"Telengana","15/02/2020",16,0,0,0,0,0,0,0,0
"Uttar Pradesh","15/02/2020",16,0,0,0,0,0,0,0,0
"Uttarakhand","15/02/2020",16,0,0,0,0,0,0,0,0
"West Bengal","15/02/2020",16,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","16/02/2020",17,0,0,0,0,0,0,0,0
"Andhra Pradesh","16/02/2020",17,0,0,0,0,0,0,0,0
"Bihar","16/02/2020",17,0,0,0,0,0,0,0,0
"Chandigarh","16/02/2020",17,0,0,0,0,0,0,0,0
"Chhattisgarh","16/02/2020",17,0,0,0,0,0,0,0,0
"Delhi","16/02/2020",17,0,0,0,0,0,0,0,0
"Goa","16/02/2020",17,0,0,0,0,0,0,0,0
"Gujarat","16/02/2020",17,0,0,0,0,0,0,0,0
"Haryana","16/02/2020",17,0,0,0,0,0,0,0,0
"Himachal Pradesh","16/02/2020",17,0,0,0,0,0,0,0,0
"Jammu and Kashmir","16/02/2020",17,0,0,0,0,0,0,0,0
"Karnataka","16/02/2020",17,0,0,0,0,0,0,0,0
"Kerala","16/02/2020",17,3,0,3,0,0,3,0,0
"Ladakh","16/02/2020",17,0,0,0,0,0,0,0,0
"Madhya Pradesh","16/02/2020",17,0,0,0,0,0,0,0,0
"Maharashtra","16/02/2020",17,0,0,0,0,0,0,0,0
"Manipur","16/02/2020",17,0,0,0,0,0,0,0,0
"Mizoram","16/02/2020",17,0,0,0,0,0,0,0,0
"Odisha","16/02/2020",17,0,0,0,0,0,0,0,0
"Puducherry","16/02/2020",17,0,0,0,0,0,0,0,0
"Punjab","16/02/2020",17,0,0,0,0,0,0,0,0
"Rajasthan","16/02/2020",17,0,0,0,0,0,0,0,0
"Tamil Nadu","16/02/2020",17,0,0,0,0,0,0,0,0
"Telengana","16/02/2020",17,0,0,0,0,0,0,0,0
"Uttar Pradesh","16/02/2020",17,0,0,0,0,0,0,0,0
"Uttarakhand","16/02/2020",17,0,0,0,0,0,0,0,0
"West Bengal","16/02/2020",17,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","17/02/2020",18,0,0,0,0,0,0,0,0
"Andhra Pradesh","17/02/2020",18,0,0,0,0,0,0,0,0
"Bihar","17/02/2020",18,0,0,0,0,0,0,0,0
"Chandigarh","17/02/2020",18,0,0,0,0,0,0,0,0
"Chhattisgarh","17/02/2020",18,0,0,0,0,0,0,0,0
"Delhi","17/02/2020",18,0,0,0,0,0,0,0,0
"Goa","17/02/2020",18,0,0,0,0,0,0,0,0
"Gujarat","17/02/2020",18,0,0,0,0,0,0,0,0
"Haryana","17/02/2020",18,0,0,0,0,0,0,0,0
"Himachal Pradesh","17/02/2020",18,0,0,0,0,0,0,0,0
"Jammu and Kashmir","17/02/2020",18,0,0,0,0,0,0,0,0
"Karnataka","17/02/2020",18,0,0,0,0,0,0,0,0
"Kerala","17/02/2020",18,3,0,3,0,0,3,0,0
"Ladakh","17/02/2020",18,0,0,0,0,0,0,0,0
"Madhya Pradesh","17/02/2020",18,0,0,0,0,0,0,0,0
"Maharashtra","17/02/2020",18,0,0,0,0,0,0,0,0
"Manipur","17/02/2020",18,0,0,0,0,0,0,0,0
"Mizoram","17/02/2020",18,0,0,0,0,0,0,0,0
"Odisha","17/02/2020",18,0,0,0,0,0,0,0,0
"Puducherry","17/02/2020",18,0,0,0,0,0,0,0,0
"Punjab","17/02/2020",18,0,0,0,0,0,0,0,0
"Rajasthan","17/02/2020",18,0,0,0,0,0,0,0,0
"Tamil Nadu","17/02/2020",18,0,0,0,0,0,0,0,0
"Telengana","17/02/2020",18,0,0,0,0,0,0,0,0
"Uttar Pradesh","17/02/2020",18,0,0,0,0,0,0,0,0
"Uttarakhand","17/02/2020",18,0,0,0,0,0,0,0,0
"West Bengal","17/02/2020",18,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","18/02/2020",19,0,0,0,0,0,0,0,0
"Andhra Pradesh","18/02/2020",19,0,0,0,0,0,0,0,0
"Bihar","18/02/2020",19,0,0,0,0,0,0,0,0
"Chandigarh","18/02/2020",19,0,0,0,0,0,0,0,0
"Chhattisgarh","18/02/2020",19,0,0,0,0,0,0,0,0
"Delhi","18/02/2020",19,0,0,0,0,0,0,0,0
"Goa","18/02/2020",19,0,0,0,0,0,0,0,0
"Gujarat","18/02/2020",19,0,0,0,0,0,0,0,0
"Haryana","18/02/2020",19,0,0,0,0,0,0,0,0
"Himachal Pradesh","18/02/2020",19,0,0,0,0,0,0,0,0
"Jammu and Kashmir","18/02/2020",19,0,0,0,0,0,0,0,0
"Karnataka","18/02/2020",19,0,0,0,0,0,0,0,0
"Kerala","18/02/2020",19,3,0,3,0,0,3,0,0
"Ladakh","18/02/2020",19,0,0,0,0,0,0,0,0
"Madhya Pradesh","18/02/2020",19,0,0,0,0,0,0,0,0
"Maharashtra","18/02/2020",19,0,0,0,0,0,0,0,0
"Manipur","18/02/2020",19,0,0,0,0,0,0,0,0
"Mizoram","18/02/2020",19,0,0,0,0,0,0,0,0
"Odisha","18/02/2020",19,0,0,0,0,0,0,0,0
"Puducherry","18/02/2020",19,0,0,0,0,0,0,0,0
"Punjab","18/02/2020",19,0,0,0,0,0,0,0,0
"Rajasthan","18/02/2020",19,0,0,0,0,0,0,0,0
"Tamil Nadu","18/02/2020",19,0,0,0,0,0,0,0,0
"Telengana","18/02/2020",19,0,0,0,0,0,0,0,0
"Uttar Pradesh","18/02/2020",19,0,0,0,0,0,0,0,0
"Uttarakhand","18/02/2020",19,0,0,0,0,0,0,0,0
"West Bengal","18/02/2020",19,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","19/02/2020",20,0,0,0,0,0,0,0,0
"Andhra Pradesh","19/02/2020",20,0,0,0,0,0,0,0,0
"Bihar","19/02/2020",20,0,0,0,0,0,0,0,0
"Chandigarh","19/02/2020",20,0,0,0,0,0,0,0,0
"Chhattisgarh","19/02/2020",20,0,0,0,0,0,0,0,0
"Delhi","19/02/2020",20,0,0,0,0,0,0,0,0
"Goa","19/02/2020",20,0,0,0,0,0,0,0,0
"Gujarat","19/02/2020",20,0,0,0,0,0,0,0,0
"Haryana","19/02/2020",20,0,0,0,0,0,0,0,0
"Himachal Pradesh","19/02/2020",20,0,0,0,0,0,0,0,0
"Jammu and Kashmir","19/02/2020",20,0,0,0,0,0,0,0,0
"Karnataka","19/02/2020",20,0,0,0,0,0,0,0,0
"Kerala","19/02/2020",20,3,0,3,0,0,3,0,0
"Ladakh","19/02/2020",20,0,0,0,0,0,0,0,0
"Madhya Pradesh","19/02/2020",20,0,0,0,0,0,0,0,0
"Maharashtra","19/02/2020",20,0,0,0,0,0,0,0,0
"Manipur","19/02/2020",20,0,0,0,0,0,0,0,0
"Mizoram","19/02/2020",20,0,0,0,0,0,0,0,0
"Odisha","19/02/2020",20,0,0,0,0,0,0,0,0
"Puducherry","19/02/2020",20,0,0,0,0,0,0,0,0
"Punjab","19/02/2020",20,0,0,0,0,0,0,0,0
"Rajasthan","19/02/2020",20,0,0,0,0,0,0,0,0
"Tamil Nadu","19/02/2020",20,0,0,0,0,0,0,0,0
"Telengana","19/02/2020",20,0,0,0,0,0,0,0,0
"Uttar Pradesh","19/02/2020",20,0,0,0,0,0,0,0,0
"Uttarakhand","19/02/2020",20,0,0,0,0,0,0,0,0
"West Bengal","19/02/2020",20,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","20/02/2020",21,0,0,0,0,0,0,0,0
"Andhra Pradesh","20/02/2020",21,0,0,0,0,0,0,0,0
"Bihar","20/02/2020",21,0,0,0,0,0,0,0,0
"Chandigarh","20/02/2020",21,0,0,0,0,0,0,0,0
"Chhattisgarh","20/02/2020",21,0,0,0,0,0,0,0,0
"Delhi","20/02/2020",21,0,0,0,0,0,0,0,0
"Goa","20/02/2020",21,0,0,0,0,0,0,0,0
"Gujarat","20/02/2020",21,0,0,0,0,0,0,0,0
"Haryana","20/02/2020",21,0,0,0,0,0,0,0,0
"Himachal Pradesh","20/02/2020",21,0,0,0,0,0,0,0,0
"Jammu and Kashmir","20/02/2020",21,0,0,0,0,0,0,0,0
"Karnataka","20/02/2020",21,0,0,0,0,0,0,0,0
"Kerala","20/02/2020",21,3,0,3,0,0,3,0,0
"Ladakh","20/02/2020",21,0,0,0,0,0,0,0,0
"Madhya Pradesh","20/02/2020",21,0,0,0,0,0,0,0,0
"Maharashtra","20/02/2020",21,0,0,0,0,0,0,0,0
"Manipur","20/02/2020",21,0,0,0,0,0,0,0,0
"Mizoram","20/02/2020",21,0,0,0,0,0,0,0,0
"Odisha","20/02/2020",21,0,0,0,0,0,0,0,0
"Puducherry","20/02/2020",21,0,0,0,0,0,0,0,0
"Punjab","20/02/2020",21,0,0,0,0,0,0,0,0
"Rajasthan","20/02/2020",21,0,0,0,0,0,0,0,0
"Tamil Nadu","20/02/2020",21,0,0,0,0,0,0,0,0
"Telengana","20/02/2020",21,0,0,0,0,0,0,0,0
"Uttar Pradesh","20/02/2020",21,0,0,0,0,0,0,0,0
"Uttarakhand","20/02/2020",21,0,0,0,0,0,0,0,0
"West Bengal","20/02/2020",21,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","21/02/2020",22,0,0,0,0,0,0,0,0
"Andhra Pradesh","21/02/2020",22,0,0,0,0,0,0,0,0
"Bihar","21/02/2020",22,0,0,0,0,0,0,0,0
"Chandigarh","21/02/2020",22,0,0,0,0,0,0,0,0
"Chhattisgarh","21/02/2020",22,0,0,0,0,0,0,0,0
"Delhi","21/02/2020",22,0,0,0,0,0,0,0,0
"Goa","21/02/2020",22,0,0,0,0,0,0,0,0
"Gujarat","21/02/2020",22,0,0,0,0,0,0,0,0
"Haryana","21/02/2020",22,0,0,0,0,0,0,0,0
"Himachal Pradesh","21/02/2020",22,0,0,0,0,0,0,0,0
"Jammu and Kashmir","21/02/2020",22,0,0,0,0,0,0,0,0
"Karnataka","21/02/2020",22,0,0,0,0,0,0,0,0
"Kerala","21/02/2020",22,3,0,3,0,0,3,0,0
"Ladakh","21/02/2020",22,0,0,0,0,0,0,0,0
"Madhya Pradesh","21/02/2020",22,0,0,0,0,0,0,0,0
"Maharashtra","21/02/2020",22,0,0,0,0,0,0,0,0
"Manipur","21/02/2020",22,0,0,0,0,0,0,0,0
"Mizoram","21/02/2020",22,0,0,0,0,0,0,0,0
"Odisha","21/02/2020",22,0,0,0,0,0,0,0,0
"Puducherry","21/02/2020",22,0,0,0,0,0,0,0,0
"Punjab","21/02/2020",22,0,0,0,0,0,0,0,0
"Rajasthan","21/02/2020",22,0,0,0,0,0,0,0,0
"Tamil Nadu","21/02/2020",22,0,0,0,0,0,0,0,0
"Telengana","21/02/2020",22,0,0,0,0,0,0,0,0
"Uttar Pradesh","21/02/2020",22,0,0,0,0,0,0,0,0
"Uttarakhand","21/02/2020",22,0,0,0,0,0,0,0,0
"West Bengal","21/02/2020",22,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","22/02/2020",23,0,0,0,0,0,0,0,0
"Andhra Pradesh","22/02/2020",23,0,0,0,0,0,0,0,0
"Bihar","22/02/2020",23,0,0,0,0,0,0,0,0
"Chandigarh","22/02/2020",23,0,0,0,0,0,0,0,0
"Chhattisgarh","22/02/2020",23,0,0,0,0,0,0,0,0
"Delhi","22/02/2020",23,0,0,0,0,0,0,0,0
"Goa","22/02/2020",23,0,0,0,0,0,0,0,0
"Gujarat","22/02/2020",23,0,0,0,0,0,0,0,0
"Haryana","22/02/2020",23,0,0,0,0,0,0,0,0
"Himachal Pradesh","22/02/2020",23,0,0,0,0,0,0,0,0
"Jammu and Kashmir","22/02/2020",23,0,0,0,0,0,0,0,0
"Karnataka","22/02/2020",23,0,0,0,0,0,0,0,0
"Kerala","22/02/2020",23,3,0,3,0,0,3,0,0
"Ladakh","22/02/2020",23,0,0,0,0,0,0,0,0
"Madhya Pradesh","22/02/2020",23,0,0,0,0,0,0,0,0
"Maharashtra","22/02/2020",23,0,0,0,0,0,0,0,0
"Manipur","22/02/2020",23,0,0,0,0,0,0,0,0
"Mizoram","22/02/2020",23,0,0,0,0,0,0,0,0
"Odisha","22/02/2020",23,0,0,0,0,0,0,0,0
"Puducherry","22/02/2020",23,0,0,0,0,0,0,0,0
"Punjab","22/02/2020",23,0,0,0,0,0,0,0,0
"Rajasthan","22/02/2020",23,0,0,0,0,0,0,0,0
"Tamil Nadu","22/02/2020",23,0,0,0,0,0,0,0,0
"Telengana","22/02/2020",23,0,0,0,0,0,0,0,0
"Uttar Pradesh","22/02/2020",23,0,0,0,0,0,0,0,0
"Uttarakhand","22/02/2020",23,0,0,0,0,0,0,0,0
"West Bengal","22/02/2020",23,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","23/02/2020",24,0,0,0,0,0,0,0,0
"Andhra Pradesh","23/02/2020",24,0,0,0,0,0,0,0,0
"Bihar","23/02/2020",24,0,0,0,0,0,0,0,0
"Chandigarh","23/02/2020",24,0,0,0,0,0,0,0,0
"Chhattisgarh","23/02/2020",24,0,0,0,0,0,0,0,0
"Delhi","23/02/2020",24,0,0,0,0,0,0,0,0
"Goa","23/02/2020",24,0,0,0,0,0,0,0,0
"Gujarat","23/02/2020",24,0,0,0,0,0,0,0,0
"Haryana","23/02/2020",24,0,0,0,0,0,0,0,0
"Himachal Pradesh","23/02/2020",24,0,0,0,0,0,0,0,0
"Jammu and Kashmir","23/02/2020",24,0,0,0,0,0,0,0,0
"Karnataka","23/02/2020",24,0,0,0,0,0,0,0,0
"Kerala","23/02/2020",24,3,0,3,0,0,3,0,0
"Ladakh","23/02/2020",24,0,0,0,0,0,0,0,0
"Madhya Pradesh","23/02/2020",24,0,0,0,0,0,0,0,0
"Maharashtra","23/02/2020",24,0,0,0,0,0,0,0,0
"Manipur","23/02/2020",24,0,0,0,0,0,0,0,0
"Mizoram","23/02/2020",24,0,0,0,0,0,0,0,0
"Odisha","23/02/2020",24,0,0,0,0,0,0,0,0
"Puducherry","23/02/2020",24,0,0,0,0,0,0,0,0
"Punjab","23/02/2020",24,0,0,0,0,0,0,0,0
"Rajasthan","23/02/2020",24,0,0,0,0,0,0,0,0
"Tamil Nadu","23/02/2020",24,0,0,0,0,0,0,0,0
"Telengana","23/02/2020",24,0,0,0,0,0,0,0,0
"Uttar Pradesh","23/02/2020",24,0,0,0,0,0,0,0,0
"Uttarakhand","23/02/2020",24,0,0,0,0,0,0,0,0
"West Bengal","23/02/2020",24,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","24/02/2020",25,0,0,0,0,0,0,0,0
"Andhra Pradesh","24/02/2020",25,0,0,0,0,0,0,0,0
"Bihar","24/02/2020",25,0,0,0,0,0,0,0,0
"Chandigarh","24/02/2020",25,0,0,0,0,0,0,0,0
"Chhattisgarh","24/02/2020",25,0,0,0,0,0,0,0,0
"Delhi","24/02/2020",25,0,0,0,0,0,0,0,0
"Goa","24/02/2020",25,0,0,0,0,0,0,0,0
"Gujarat","24/02/2020",25,0,0,0,0,0,0,0,0
"Haryana","24/02/2020",25,0,0,0,0,0,0,0,0
"Himachal Pradesh","24/02/2020",25,0,0,0,0,0,0,0,0
"Jammu and Kashmir","24/02/2020",25,0,0,0,0,0,0,0,0
"Karnataka","24/02/2020",25,0,0,0,0,0,0,0,0
"Kerala","24/02/2020",25,3,0,3,0,0,3,0,0
"Ladakh","24/02/2020",25,0,0,0,0,0,0,0,0
"Madhya Pradesh","24/02/2020",25,0,0,0,0,0,0,0,0
"Maharashtra","24/02/2020",25,0,0,0,0,0,0,0,0
"Manipur","24/02/2020",25,0,0,0,0,0,0,0,0
"Mizoram","24/02/2020",25,0,0,0,0,0,0,0,0
"Odisha","24/02/2020",25,0,0,0,0,0,0,0,0
"Puducherry","24/02/2020",25,0,0,0,0,0,0,0,0
"Punjab","24/02/2020",25,0,0,0,0,0,0,0,0
"Rajasthan","24/02/2020",25,0,0,0,0,0,0,0,0
"Tamil Nadu","24/02/2020",25,0,0,0,0,0,0,0,0
"Telengana","24/02/2020",25,0,0,0,0,0,0,0,0
"Uttar Pradesh","24/02/2020",25,0,0,0,0,0,0,0,0
"Uttarakhand","24/02/2020",25,0,0,0,0,0,0,0,0
"West Bengal","24/02/2020",25,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","25/02/2020",26,0,0,0,0,0,0,0,0
"Andhra Pradesh","25/02/2020",26,0,0,0,0,0,0,0,0
"Bihar","25/02/2020",26,0,0,0,0,0,0,0,0
"Chandigarh","25/02/2020",26,0,0,0,0,0,0,0,0
"Chhattisgarh","25/02/2020",26,0,0,0,0,0,0,0,0
"Delhi","25/02/2020",26,0,0,0,0,0,0,0,0
"Goa","25/02/2020",26,0,0,0,0,0,0,0,0
"Gujarat","25/02/2020",26,0,0,0,0,0,0,0,0
"Haryana","25/02/2020",26,0,0,0,0,0,0,0,0
"Himachal Pradesh","25/02/2020",26,0,0,0,0,0,0,0,0
"Jammu and Kashmir","25/02/2020",26,0,0,0,0,0,0,0,0
"Karnataka","25/02/2020",26,0,0,0,0,0,0,0,0
"Kerala","25/02/2020",26,3,0,3,0,0,3,0,0
"Ladakh","25/02/2020",26,0,0,0,0,0,0,0,0
"Madhya Pradesh","25/02/2020",26,0,0,0,0,0,0,0,0
"Maharashtra","25/02/2020",26,0,0,0,0,0,0,0,0
"Manipur","25/02/2020",26,0,0,0,0,0,0,0,0
"Mizoram","25/02/2020",26,0,0,0,0,0,0,0,0
"Odisha","25/02/2020",26,0,0,0,0,0,0,0,0
"Puducherry","25/02/2020",26,0,0,0,0,0,0,0,0
"Punjab","25/02/2020",26,0,0,0,0,0,0,0,0
"Rajasthan","25/02/2020",26,0,0,0,0,0,0,0,0
"Tamil Nadu","25/02/2020",26,0,0,0,0,0,0,0,0
"Telengana","25/02/2020",26,0,0,0,0,0,0,0,0
"Uttar Pradesh","25/02/2020",26,0,0,0,0,0,0,0,0
"Uttarakhand","25/02/2020",26,0,0,0,0,0,0,0,0
"West Bengal","25/02/2020",26,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","26/02/2020",27,0,0,0,0,0,0,0,0
"Andhra Pradesh","26/02/2020",27,0,0,0,0,0,0,0,0
"Bihar","26/02/2020",27,0,0,0,0,0,0,0,0
"Chandigarh","26/02/2020",27,0,0,0,0,0,0,0,0
"Chhattisgarh","26/02/2020",27,0,0,0,0,0,0,0,0
"Delhi","26/02/2020",27,0,0,0,0,0,0,0,0
"Goa","26/02/2020",27,0,0,0,0,0,0,0,0
"Gujarat","26/02/2020",27,0,0,0,0,0,0,0,0
"Haryana","26/02/2020",27,0,0,0,0,0,0,0,0
"Himachal Pradesh","26/02/2020",27,0,0,0,0,0,0,0,0
"Jammu and Kashmir","26/02/2020",27,0,0,0,0,0,0,0,0
"Karnataka","26/02/2020",27,0,0,0,0,0,0,0,0
"Kerala","26/02/2020",27,3,0,3,0,0,3,0,0
"Ladakh","26/02/2020",27,0,0,0,0,0,0,0,0
"Madhya Pradesh","26/02/2020",27,0,0,0,0,0,0,0,0
"Maharashtra","26/02/2020",27,0,0,0,0,0,0,0,0
"Manipur","26/02/2020",27,0,0,0,0,0,0,0,0
"Mizoram","26/02/2020",27,0,0,0,0,0,0,0,0
"Odisha","26/02/2020",27,0,0,0,0,0,0,0,0
"Puducherry","26/02/2020",27,0,0,0,0,0,0,0,0
"Punjab","26/02/2020",27,0,0,0,0,0,0,0,0
"Rajasthan","26/02/2020",27,0,0,0,0,0,0,0,0
"Tamil Nadu","26/02/2020",27,0,0,0,0,0,0,0,0
"Telengana","26/02/2020",27,0,0,0,0,0,0,0,0
"Uttar Pradesh","26/02/2020",27,0,0,0,0,0,0,0,0
"Uttarakhand","26/02/2020",27,0,0,0,0,0,0,0,0
"West Bengal","26/02/2020",27,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","27/02/2020",28,0,0,0,0,0,0,0,0
"Andhra Pradesh","27/02/2020",28,0,0,0,0,0,0,0,0
"Bihar","27/02/2020",28,0,0,0,0,0,0,0,0
"Chandigarh","27/02/2020",28,0,0,0,0,0,0,0,0
"Chhattisgarh","27/02/2020",28,0,0,0,0,0,0,0,0
"Delhi","27/02/2020",28,0,0,0,0,0,0,0,0
"Goa","27/02/2020",28,0,0,0,0,0,0,0,0
"Gujarat","27/02/2020",28,0,0,0,0,0,0,0,0
"Haryana","27/02/2020",28,0,0,0,0,0,0,0,0
"Himachal Pradesh","27/02/2020",28,0,0,0,0,0,0,0,0
"Jammu and Kashmir","27/02/2020",28,0,0,0,0,0,0,0,0
"Karnataka","27/02/2020",28,0,0,0,0,0,0,0,0
"Kerala","27/02/2020",28,3,0,3,0,0,3,0,0
"Ladakh","27/02/2020",28,0,0,0,0,0,0,0,0
"Madhya Pradesh","27/02/2020",28,0,0,0,0,0,0,0,0
"Maharashtra","27/02/2020",28,0,0,0,0,0,0,0,0
"Manipur","27/02/2020",28,0,0,0,0,0,0,0,0
"Mizoram","27/02/2020",28,0,0,0,0,0,0,0,0
"Odisha","27/02/2020",28,0,0,0,0,0,0,0,0
"Puducherry","27/02/2020",28,0,0,0,0,0,0,0,0
"Punjab","27/02/2020",28,0,0,0,0,0,0,0,0
"Rajasthan","27/02/2020",28,0,0,0,0,0,0,0,0
"Tamil Nadu","27/02/2020",28,0,0,0,0,0,0,0,0
"Telengana","27/02/2020",28,0,0,0,0,0,0,0,0
"Uttar Pradesh","27/02/2020",28,0,0,0,0,0,0,0,0
"Uttarakhand","27/02/2020",28,0,0,0,0,0,0,0,0
"West Bengal","27/02/2020",28,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","28/02/2020",29,0,0,0,0,0,0,0,0
"Andhra Pradesh","28/02/2020",29,0,0,0,0,0,0,0,0
"Bihar","28/02/2020",29,0,0,0,0,0,0,0,0
"Chandigarh","28/02/2020",29,0,0,0,0,0,0,0,0
"Chhattisgarh","28/02/2020",29,0,0,0,0,0,0,0,0
"Delhi","28/02/2020",29,0,0,0,0,0,0,0,0
"Goa","28/02/2020",29,0,0,0,0,0,0,0,0
"Gujarat","28/02/2020",29,0,0,0,0,0,0,0,0
"Haryana","28/02/2020",29,0,0,0,0,0,0,0,0
"Himachal Pradesh","28/02/2020",29,0,0,0,0,0,0,0,0
"Jammu and Kashmir","28/02/2020",29,0,0,0,0,0,0,0,0
"Karnataka","28/02/2020",29,0,0,0,0,0,0,0,0
"Kerala","28/02/2020",29,3,0,3,0,0,3,0,0
"Ladakh","28/02/2020",29,0,0,0,0,0,0,0,0
"Madhya Pradesh","28/02/2020",29,0,0,0,0,0,0,0,0
"Maharashtra","28/02/2020",29,0,0,0,0,0,0,0,0
"Manipur","28/02/2020",29,0,0,0,0,0,0,0,0
"Mizoram","28/02/2020",29,0,0,0,0,0,0,0,0
"Odisha","28/02/2020",29,0,0,0,0,0,0,0,0
"Puducherry","28/02/2020",29,0,0,0,0,0,0,0,0
"Punjab","28/02/2020",29,0,0,0,0,0,0,0,0
"Rajasthan","28/02/2020",29,0,0,0,0,0,0,0,0
"Tamil Nadu","28/02/2020",29,0,0,0,0,0,0,0,0
"Telengana","28/02/2020",29,0,0,0,0,0,0,0,0
"Uttar Pradesh","28/02/2020",29,0,0,0,0,0,0,0,0
"Uttarakhand","28/02/2020",29,0,0,0,0,0,0,0,0
"West Bengal","28/02/2020",29,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","29/02/2020",30,0,0,0,0,0,0,0,0
"Andhra Pradesh","29/02/2020",30,0,0,0,0,0,0,0,0
"Bihar","29/02/2020",30,0,0,0,0,0,0,0,0
"Chandigarh","29/02/2020",30,0,0,0,0,0,0,0,0
"Chhattisgarh","29/02/2020",30,0,0,0,0,0,0,0,0
"Delhi","29/02/2020",30,0,0,0,0,0,0,0,0
"Goa","29/02/2020",30,0,0,0,0,0,0,0,0
"Gujarat","29/02/2020",30,0,0,0,0,0,0,0,0
"Haryana","29/02/2020",30,0,0,0,0,0,0,0,0
"Himachal Pradesh","29/02/2020",30,0,0,0,0,0,0,0,0
"Jammu and Kashmir","29/02/2020",30,0,0,0,0,0,0,0,0
"Karnataka","29/02/2020",30,0,0,0,0,0,0,0,0
"Kerala","29/02/2020",30,3,0,3,0,0,3,0,0
"Ladakh","29/02/2020",30,0,0,0,0,0,0,0,0
"Madhya Pradesh","29/02/2020",30,0,0,0,0,0,0,0,0
"Maharashtra","29/02/2020",30,0,0,0,0,0,0,0,0
"Manipur","29/02/2020",30,0,0,0,0,0,0,0,0
"Mizoram","29/02/2020",30,0,0,0,0,0,0,0,0
"Odisha","29/02/2020",30,0,0,0,0,0,0,0,0
"Puducherry","29/02/2020",30,0,0,0,0,0,0,0,0
"Punjab","29/02/2020",30,0,0,0,0,0,0,0,0
"Rajasthan","29/02/2020",30,0,0,0,0,0,0,0,0
"Tamil Nadu","29/02/2020",30,0,0,0,0,0,0,0,0
"Telengana","29/02/2020",30,0,0,0,0,0,0,0,0
"Uttar Pradesh","29/02/2020",30,0,0,0,0,0,0,0,0
"Uttarakhand","29/02/2020",30,0,0,0,0,0,0,0,0
"West Bengal","29/02/2020",30,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","01/03/2020",31,0,0,0,0,0,0,0,0
"Andhra Pradesh","01/03/2020",31,0,0,0,0,0,0,0,0
"Bihar","01/03/2020",31,0,0,0,0,0,0,0,0
"Chandigarh","01/03/2020",31,0,0,0,0,0,0,0,0
"Chhattisgarh","01/03/2020",31,0,0,0,0,0,0,0,0
"Delhi","01/03/2020",31,0,0,0,0,0,0,0,0
"Goa","01/03/2020",31,0,0,0,0,0,0,0,0
"Gujarat","01/03/2020",31,0,0,0,0,0,0,0,0
"Haryana","01/03/2020",31,0,0,0,0,0,0,0,0
"Himachal Pradesh","01/03/2020",31,0,0,0,0,0,0,0,0
"Jammu and Kashmir","01/03/2020",31,0,0,0,0,0,0,0,0
"Karnataka","01/03/2020",31,0,0,0,0,0,0,0,0
"Kerala","01/03/2020",31,3,0,3,0,0,3,0,0
"Ladakh","01/03/2020",31,0,0,0,0,0,0,0,0
"Madhya Pradesh","01/03/2020",31,0,0,0,0,0,0,0,0
"Maharashtra","01/03/2020",31,0,0,0,0,0,0,0,0
"Manipur","01/03/2020",31,0,0,0,0,0,0,0,0
"Mizoram","01/03/2020",31,0,0,0,0,0,0,0,0
"Odisha","01/03/2020",31,0,0,0,0,0,0,0,0
"Puducherry","01/03/2020",31,0,0,0,0,0,0,0,0
"Punjab","01/03/2020",31,0,0,0,0,0,0,0,0
