"Country","Confirmed.Indians","Confirmed.Foreigners","Total.Confirmed","Total.Recovered","Total.Deaths","Total.Active.Cases","Closed.Cases","Overall.Death.Rate"
"India",677,47,724,67,17,640,84,2.35
